game_date,home_team,away_team,home_pts,away_pts,home_reb,away_reb,home_ast,away_ast,home_tov,away_tov,home_fg_pct,away_fg_pct,home_elo,away_elo,home_injuries,away_injuries,home_roll5_pts,away_roll5_pts,home_roll5_reb,away_roll5_reb,home_roll5_ast,away_roll5_ast,point_diff,reb_diff,ast_diff,tov_diff,elo_diff,injury_diff,roll5_point_diff,roll5_reb_diff,roll5_ast_diff,home_advantage,home_win
2023-12-02,UTA,NY,79.7,85.4,45.3,40.8,23.5,12.4,10.0,13.9,0.48,0.461,1524.3,1416.5,0,2,122.2,118.9,48.7,44.4,24.4,23.0,-5.7,4.6,11.1,-3.9,107.8,2,3.3,4.2,1.4,1,0
2023-12-03,TOR,ATL,106.4,89.2,45.8,31.2,25.0,27.7,14.3,8.9,0.508,0.441,1596.0,1386.4,1,2,95.6,106.8,47.6,43.5,27.3,22.8,17.2,14.6,-2.7,5.4,209.6,1,-11.2,4.2,4.5,1,1
2023-12-04,GS,PHX,111.3,92.7,39.4,43.8,21.0,28.7,12.9,10.4,0.382,0.358,1684.8,1444.4,3,0,121.8,115.3,44.4,42.2,23.0,29.5,18.6,-4.4,-7.6,2.5,240.4,-3,6.5,2.2,-6.5,1,1
2023-12-05,TOR,DEN,104.1,125.7,55.8,44.2,22.6,21.0,15.2,14.4,0.472,0.423,1624.1,1641.1,0,3,111.1,100.6,45.7,47.9,23.6,21.1,-21.6,11.6,1.6,0.8,-16.9,3,10.5,-2.2,2.6,1,0
2023-12-06,DAL,NY,104.6,114.3,42.8,50.6,26.1,19.0,10.9,11.5,0.429,0.461,1590.4,1406.0,1,0,113.6,114.4,51.5,44.2,23.1,24.8,-9.7,-7.7,7.1,-0.6,184.4,-1,-0.8,7.3,-1.7,1,0
2023-12-07,TOR,BOS,116.1,93.8,43.2,42.9,21.6,22.9,9.9,13.9,0.381,0.483,1684.5,1548.8,2,2,105.3,116.7,47.5,43.6,22.6,26.7,22.3,0.3,-1.2,-4.1,135.7,0,-11.4,3.9,-4.1,1,1
2023-12-08,HOU,PHI,100.1,92.6,49.5,43.8,31.9,20.1,13.9,7.7,0.473,0.482,1465.4,1548.2,2,2,111.3,115.1,42.4,44.6,24.5,20.4,7.4,5.7,11.8,6.2,-82.8,0,-3.8,-2.2,4.1,1,0
2023-12-09,CHA,DET,119.2,114.0,46.2,51.7,24.2,27.8,9.1,15.1,0.503,0.361,1580.7,1575.8,1,1,110.7,116.0,47.5,46.4,27.4,23.7,5.2,-5.5,-3.6,-5.9,5.0,0,-5.3,1.1,3.7,1,1
2023-12-10,SAC,CHA,128.8,102.0,38.7,38.1,22.3,27.9,15.0,12.2,0.476,0.522,1450.0,1486.5,0,3,115.9,101.7,42.0,48.8,24.9,28.7,26.8,0.7,-5.6,2.8,-36.5,3,14.2,-6.8,-3.7,1,1
2023-12-11,IND,SA,114.6,96.4,49.7,39.8,27.7,23.5,4.7,14.4,0.492,0.395,1485.5,1495.2,0,1,114.6,105.2,48.7,41.1,26.7,22.9,18.3,10.0,4.3,-9.8,-9.7,1,9.4,7.5,3.9,1,1
2023-12-12,MIA,CHI,104.1,101.4,39.4,36.0,25.6,26.1,7.7,11.4,0.473,0.403,1508.2,1250.2,1,1,111.6,105.7,43.9,46.7,16.4,26.3,2.7,3.4,-0.5,-3.7,258.0,0,5.9,-2.8,-9.9,1,1
2023-12-13,NY,POR,96.8,109.9,43.4,49.8,24.9,23.0,15.7,10.8,0.432,0.431,1514.7,1564.2,0,3,126.3,105.8,48.2,43.3,22.8,25.1,-13.1,-6.4,1.9,4.8,-49.6,3,20.5,4.9,-2.2,1,1
2023-12-14,MIA,DAL,123.9,112.4,43.1,40.5,27.2,21.8,16.8,9.8,0.476,0.462,1519.6,1469.5,3,0,105.1,102.3,49.9,45.1,25.8,24.1,11.6,2.6,5.4,7.0,50.1,-3,2.9,4.8,1.7,1,1
2023-12-15,DAL,PHI,93.2,104.4,55.9,38.4,28.8,26.6,14.7,17.9,0.443,0.44,1432.4,1555.6,1,3,104.5,106.9,45.2,48.4,24.9,26.5,-11.1,17.5,2.2,-3.2,-123.2,2,-2.4,-3.2,-1.6,1,0
2023-12-16,CHA,MEM,114.3,111.4,40.8,51.9,23.0,20.4,10.9,13.3,0.463,0.399,1571.1,1406.3,1,3,105.9,98.7,48.6,43.6,18.4,21.4,2.9,-11.1,2.6,-2.4,164.9,2,7.2,5.0,-3.0,1,1
2023-12-17,TOR,UTA,103.9,119.8,40.9,37.9,28.7,24.9,16.1,8.3,0.405,0.502,1299.2,1683.5,2,3,111.5,102.6,49.1,46.8,22.6,21.4,-15.9,3.1,3.9,7.8,-384.3,1,8.9,2.2,1.2,1,0
2023-12-18,LAC,PHX,114.4,110.5,41.9,43.6,26.6,19.0,10.7,10.0,0.44,0.461,1564.7,1538.6,0,0,115.9,115.3,43.3,42.6,25.2,23.1,3.9,-1.7,7.6,0.7,26.1,0,0.6,0.7,2.1,1,1
2023-12-19,BOS,GS,104.5,113.2,41.1,46.1,27.4,25.5,9.6,11.5,0.541,0.462,1646.6,1406.1,3,3,114.0,104.3,44.3,45.3,23.2,22.2,-8.7,-5.1,1.9,-2.0,240.5,0,9.7,-1.0,1.0,1,0
2023-12-20,OKC,LAL,114.1,88.3,46.1,36.9,27.7,21.7,11.2,9.0,0.494,0.44,1547.7,1398.9,2,1,107.0,106.5,45.0,45.6,23.8,26.7,25.8,9.2,6.0,2.2,148.8,-1,0.5,-0.7,-2.9,1,1
2023-12-21,POR,UTA,134.7,104.4,41.1,44.4,33.4,21.7,11.9,15.5,0.449,0.428,1510.4,1532.4,2,3,122.2,116.9,41.4,44.3,21.2,22.3,30.3,-3.3,11.7,-3.6,-22.0,1,5.3,-2.9,-1.1,1,1
2023-12-22,LAL,NO,132.3,100.8,49.3,44.1,21.8,21.9,10.9,13.7,0.529,0.447,1513.3,1550.0,2,0,102.1,104.8,43.6,48.2,29.3,27.3,31.5,5.2,-0.2,-2.9,-36.8,-2,-2.7,-4.6,2.0,1,1
2023-12-23,BKN,PHI,104.0,88.4,40.5,44.5,21.3,22.1,14.1,12.4,0.459,0.462,1470.1,1279.9,0,0,97.7,96.7,43.3,36.1,31.8,26.9,15.6,-4.0,-0.8,1.6,190.3,0,1.0,7.2,4.9,1,1
2023-12-24,MIL,DEN,123.0,97.7,42.1,43.0,26.9,20.5,21.2,13.8,0.475,0.454,1505.6,1307.0,0,2,125.2,94.9,44.8,38.6,22.9,19.2,25.4,-0.9,6.5,7.4,198.5,2,30.3,6.2,3.6,1,1
2023-12-25,MIA,ATL,116.1,96.3,42.6,33.2,25.6,21.1,17.8,12.4,0.496,0.411,1498.5,1469.5,1,2,110.6,116.8,46.5,47.5,24.5,27.5,19.8,9.3,4.5,5.5,29.0,1,-6.2,-0.9,-3.0,1,1
2023-12-26,MIN,NY,112.5,86.6,48.8,40.8,26.5,34.7,14.9,11.5,0.462,0.372,1460.4,1538.6,2,3,117.8,121.2,46.3,40.4,23.1,26.8,25.8,8.0,-8.2,3.4,-78.2,1,-3.4,5.9,-3.7,1,1
2023-12-27,BOS,CHA,102.0,106.1,56.0,46.9,19.5,14.4,11.9,9.2,0.469,0.452,1498.2,1447.7,0,0,111.0,88.2,44.5,45.0,26.3,25.3,-4.1,9.1,5.1,2.7,50.5,0,22.8,-0.5,1.0,1,1
2023-12-28,CHI,DET,95.2,101.3,42.0,43.9,24.9,26.2,13.8,13.0,0.428,0.433,1553.9,1471.2,1,2,101.2,104.2,43.9,43.7,19.6,24.7,-6.1,-1.9,-1.3,0.8,82.7,1,-2.9,0.2,-5.1,1,0
2023-12-29,MIL,WAS,120.8,92.8,37.3,51.9,19.1,25.0,14.6,12.3,0.378,0.499,1534.7,1394.9,2,1,103.0,91.2,44.5,46.2,23.6,20.8,28.0,-14.6,-5.9,2.2,139.7,-1,11.8,-1.7,2.8,1,1
2023-12-30,MEM,BOS,79.6,101.4,43.6,43.5,29.4,34.6,18.9,8.5,0.411,0.46,1559.7,1517.4,0,2,107.1,114.0,45.8,43.6,23.0,20.5,-21.8,0.1,-5.2,10.4,42.3,2,-6.9,2.2,2.5,1,0
2023-12-31,PHI,SA,114.7,109.2,61.3,50.8,20.0,20.7,7.6,12.7,0.537,0.488,1579.4,1648.8,2,3,100.7,98.8,44.7,41.6,29.2,20.7,5.4,10.5,-0.7,-5.1,-69.5,1,1.8,3.1,8.5,1,1
2024-01-01,MEM,LAL,118.7,121.6,40.7,39.7,34.0,29.8,14.4,13.4,0.503,0.498,1559.2,1364.8,2,0,113.7,112.4,46.5,43.3,26.0,21.4,-2.9,1.0,4.2,1.0,194.4,-2,1.4,3.1,4.7,1,0
2024-01-02,CLE,IND,121.7,97.2,41.0,47.3,23.8,27.8,7.3,8.2,0.469,0.419,1520.1,1418.5,3,2,102.5,104.8,44.5,45.9,27.1,19.4,24.5,-6.3,-4.0,-0.9,101.6,-1,-2.3,-1.4,7.7,1,1
2024-01-03,OKC,LAC,90.2,133.2,51.0,37.5,21.6,21.4,14.0,13.6,0.46,0.406,1600.3,1542.6,3,1,113.8,129.1,46.5,45.2,28.2,22.5,-43.1,13.5,0.2,0.4,57.7,-2,-15.3,1.3,5.7,1,0
2024-01-04,MIN,POR,88.8,106.9,42.4,42.4,25.6,24.6,10.5,15.5,0.505,0.415,1520.0,1427.4,0,2,107.6,115.2,47.2,42.0,23.5,23.5,-18.1,0.0,1.0,-4.9,92.7,2,-7.6,5.2,0.0,1,0
2024-01-05,MIA,POR,109.2,109.3,54.9,44.3,31.3,19.8,9.0,16.2,0.481,0.458,1454.7,1457.2,3,0,108.9,111.8,43.6,39.7,25.0,17.1,-0.1,10.6,11.5,-7.2,-2.5,-3,-2.9,4.0,7.9,1,1
2024-01-06,TOR,DAL,95.4,93.3,42.7,49.2,30.8,23.7,14.0,15.0,0.472,0.407,1569.8,1355.7,3,3,116.5,115.6,48.8,39.9,27.4,28.6,2.0,-6.5,7.1,-1.0,214.1,0,0.9,8.9,-1.2,1,1
2024-01-07,CHA,ORL,99.5,104.4,37.9,30.8,18.0,27.1,13.4,5.8,0.399,0.447,1429.3,1481.2,2,0,110.2,115.9,46.6,46.1,21.5,26.2,-4.9,7.1,-9.1,7.6,-51.9,-2,-5.7,0.5,-4.7,1,1
2024-01-08,OKC,GS,110.2,125.6,48.4,37.8,27.4,18.1,11.9,13.5,0.437,0.452,1528.1,1493.9,0,3,112.0,103.8,38.2,43.5,22.2,21.8,-15.4,10.6,9.2,-1.6,34.3,3,8.1,-5.3,0.4,1,0
